state,action,pr,v,s_l,s_c,s_w,s_p,a_b,a_w,a_c,e,imbalance,E,reward,s_w_idx,s_w_str,s_p_idx,s_p_str,s_idx,steady_pr
"{'s_l': 8, 's_c': 20, 's_w': 11.7, 's_p': -7.5}","{'a_b': 8, 'a_w': 8, 'a_c': 0}",1,7.557183563488252,8.0,20.0,11.7,-7.5,8,8,0,16,True,9.03296296296296,-350.0,4,"[11.4, 12.0]",7,"[-10, -5]",7248,3.692505566893445e-08
"{'s_l': 8, 's_c': 20, 's_w': 11.7, 's_p': -2.5}","{'a_b': 8, 'a_w': 8, 'a_c': 0}",1,165.8887067752426,8.0,20.0,11.7,-2.5,8,8,0,16,True,9.03296296296296,-249.99999999999994,4,"[11.4, 12.0]",8,"[-5, 0]",7249,4.7848333191508336e-08
"{'s_l': 8, 's_c': 20, 's_w': 11.7, 's_p': 2.5}","{'a_b': 8, 'a_w': 8, 'a_c': 10}",1,341.48920043949613,8.0,20.0,11.7,2.5,8,8,10,16,True,9.03296296296296,-150.0,4,"[11.4, 12.0]",9,"[0, 5]",7250,5.84281090505109e-08
"{'s_l': 8, 's_c': 20, 's_w': 11.7, 's_p': 7.5}","{'a_b': 8, 'a_w': 8, 'a_c': 20}",1,625.8645549607154,8.0,20.0,11.7,7.5,8,8,20,16,True,9.03296296296296,-50.0,4,"[11.4, 12.0]",10,"[5, 10]",7251,6.73283120630693e-08
"{'s_l': 8, 's_c': 20, 's_w': 11.7, 's_p': 12.5}","{'a_b': 8, 'a_w': 8, 'a_c': 20}",1,925.2188863047121,8.0,20.0,11.7,12.5,8,8,20,16,True,9.03296296296296,50.0,4,"[11.4, 12.0]",11,"[10, 15]",7252,7.336375138463768e-08
"{'s_l': 8, 's_c': 20, 's_w': 11.7, 's_p': 16}","{'a_b': 8, 'a_w': 8, 'a_c': 20}",1,4253.558410059509,8.0,20.0,11.7,16.0,8,8,20,16,True,9.03296296296296,2550.0000000000005,4,"[11.4, 12.0]",12,"[15, inf]",7253,1.0898935905032104e-06
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': -41}","{'a_b': 8, 'a_w': 10, 'a_c': -10}",1,-827.3395783198372,8.0,20.0,18.5,-41.0,8,10,-10,18,True,10.0,-1100.0,5,"[12, 25]",0,"[-inf, -40]",7254,2.7124906284285022e-08
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': -37.5}","{'a_b': 8, 'a_w': 10, 'a_c': -10}",1,-583.4051803494644,8.0,20.0,18.5,-37.5,8,10,-10,18,True,10.0,-850.0,5,"[12, 25]",1,"[-40, -35]",7255,2.980736391228244e-08
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': -32.5}","{'a_b': 8, 'a_w': 10, 'a_c': -10}",1,-480.8960928828474,8.0,20.0,18.5,-32.5,8,10,-10,18,True,10.0,-750.0,5,"[12, 25]",2,"[-35, -30]",7256,5.589419846031735e-08
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': -27.5}","{'a_b': 8, 'a_w': 10, 'a_c': -10}",1,-376.19003254045475,8.0,20.0,18.5,-27.5,8,10,-10,18,True,10.0,-650.0,5,"[12, 25]",3,"[-30, -25]",7257,9.846942288857528e-08
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': -22.5}","{'a_b': 8, 'a_w': 10, 'a_c': -10}",1,-269.45258055571185,8.0,20.0,18.5,-22.5,8,10,-10,18,True,10.0,-550.0,5,"[12, 25]",4,"[-25, -20]",7258,1.6301177128637776e-07
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': -17.5}","{'a_b': 8, 'a_w': 10, 'a_c': -10}",1,-161.2066301608179,8.0,20.0,18.5,-17.5,8,10,-10,18,True,10.0,-449.9999999999999,5,"[12, 25]",5,"[-20, -15]",7259,2.536524945579992e-07
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': -12.5}","{'a_b': 8, 'a_w': 10, 'a_c': 0}",1,-44.35414784287576,8.0,20.0,18.5,-12.5,8,10,0,18,True,10.0,-350.0,5,"[12, 25]",6,"[-15, -10]",7260,3.711263661847056e-07
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': -7.5}","{'a_b': 8, 'a_w': 10, 'a_c': 0}",1,107.75855754204696,8.0,20.0,18.5,-7.5,8,10,0,18,True,10.0,-249.99999999999994,5,"[12, 25]",7,"[-10, -5]",7261,5.108399137768051e-07
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': -2.5}","{'a_b': 8, 'a_w': 10, 'a_c': 0}",1,266.1280990844343,8.0,20.0,18.5,-2.5,8,10,0,18,True,10.0,-150.0,5,"[12, 25]",8,"[-5, 0]",7262,6.619580650349053e-07
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': 2.5}","{'a_b': 8, 'a_w': 10, 'a_c': 10}",1,442.10081085747146,8.0,20.0,18.5,2.5,8,10,10,18,True,10.0,-50.0,5,"[12, 25]",9,"[0, 5]",7263,8.083240403782435e-07
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': 7.5}","{'a_b': 8, 'a_w': 10, 'a_c': 20}",1,726.4840055250254,8.0,20.0,18.5,7.5,8,10,20,18,True,10.0,50.0,5,"[12, 25]",10,"[5, 10]",7264,9.314539546645091e-07
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': 12.5}","{'a_b': 8, 'a_w': 10, 'a_c': 20}",1,1025.844957221106,8.0,20.0,18.5,12.5,8,10,20,18,True,10.0,150.0,5,"[12, 25]",11,"[10, 15]",7265,1.0149512777363647e-06
"{'s_l': 8, 's_c': 20, 's_w': 18.5, 's_p': 16}","{'a_b': 8, 'a_w': 10, 'a_c': 20}",1,4354.201268560628,8.0,20.0,18.5,16.0,8,10,20,18,True,10.0,2650.0,5,"[12, 25]",12,"[15, inf]",7266,1.5078139699785633e-05
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': -41}","{'a_b': 8, 'a_w': 0, 'a_c': -10}",1,-1327.3173303516376,8.0,20.0,26.0,-41.0,8,0,-10,8,True,0.0,-1600.0,6,"[25, inf]",0,"[-inf, -40]",7267,5.846928844447738e-08
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': -37.5}","{'a_b': 8, 'a_w': 0, 'a_c': -10}",1,-1083.345377607207,8.0,20.0,26.0,-37.5,8,0,-10,8,True,0.0,-1350.0,6,"[25, inf]",1,"[-40, -35]",7268,6.425147943705405e-08
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': -32.5}","{'a_b': 8, 'a_w': 0, 'a_c': -10}",1,-980.815606958038,8.0,20.0,26.0,-32.5,8,0,-10,8,True,0.0,-1250.0,6,"[25, inf]",2,"[-35, -30]",7269,1.2048314482260706e-07
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': -27.5}","{'a_b': 8, 'a_w': 0, 'a_c': -10}",1,-876.0843259066554,8.0,20.0,26.0,-27.5,8,0,-10,8,True,0.0,-1150.0,6,"[25, inf]",3,"[-30, -25]",7270,2.1225647858436833e-07
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': -22.5}","{'a_b': 8, 'a_w': 0, 'a_c': -10}",1,-769.3173841145181,8.0,20.0,26.0,-22.5,8,0,-10,8,True,0.0,-1050.0,6,"[25, inf]",4,"[-25, -20]",7271,3.5138120571905113e-07
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': -17.5}","{'a_b': 8, 'a_w': 0, 'a_c': -10}",1,-661.0384181702376,8.0,20.0,26.0,-17.5,8,0,-10,8,True,0.0,-950.0,6,"[25, inf]",5,"[-20, -15]",7272,5.467624740722249e-07
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': -12.5}","{'a_b': 8, 'a_w': 0, 'a_c': 0}",1,-544.656357979562,8.0,20.0,26.0,-12.5,8,0,0,8,True,0.0,-850.0,6,"[25, inf]",6,"[-15, -10]",7273,7.999841299498275e-07
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': -7.5}","{'a_b': 8, 'a_w': 0, 'a_c': 0}",1,-392.65951227108553,8.0,20.0,26.0,-7.5,8,0,0,8,True,0.0,-750.0,6,"[25, inf]",7,"[-10, -5]",7274,1.1011446806314857e-06
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': -2.5}","{'a_b': 8, 'a_w': 0, 'a_c': 0}",1,-234.39113173868998,8.0,20.0,26.0,-2.5,8,0,0,8,True,0.0,-650.0,6,"[25, inf]",8,"[-5, 0]",7275,1.42688850744887e-06
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': 2.5}","{'a_b': 8, 'a_w': 0, 'a_c': 10}",1,-60.124102077985185,8.0,20.0,26.0,2.5,8,0,10,8,True,0.0,-550.0,6,"[25, inf]",9,"[0, 5]",7276,1.7423887470115444e-06
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': 7.5}","{'a_b': 8, 'a_w': 0, 'a_c': 20}",1,224.28822215144226,8.0,20.0,26.0,7.5,8,0,20,8,True,0.0,-449.9999999999999,6,"[25, inf]",10,"[5, 10]",7277,2.007802326660242e-06
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': 12.5}","{'a_b': 8, 'a_w': 0, 'a_c': 20}",1,523.6737895576499,8.0,20.0,26.0,12.5,8,0,20,8,True,0.0,-350.0,6,"[25, inf]",11,"[10, 15]",7278,2.187785586910556e-06
"{'s_l': 8, 's_c': 20, 's_w': 26, 's_p': 16}","{'a_b': 8, 'a_w': 0, 'a_c': 20}",1,3852.092797162964,8.0,20.0,26.0,16.0,8,0,20,8,True,0.0,2150.0,6,"[25, inf]",12,"[15, inf]",7279,3.250179337296559e-05
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': -41}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,72.05159271122142,10.0,-10.0,4.15,-41.0,0,0,0,0,True,0.02086248285322362,3.4922417224660855e-15,0,"[0.0, 8.3]",0,"[-inf, -40]",7280,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': -37.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,5.635965663966516,10.0,-10.0,4.15,-37.5,0,0,0,0,True,0.02086248285322362,-124.99999999999997,0,"[0.0, 8.3]",1,"[-40, -35]",7281,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': -32.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-15.298336612553982,10.0,-10.0,4.15,-32.5,0,0,0,0,True,0.02086248285322362,-175.0,0,"[0.0, 8.3]",2,"[-35, -30]",7282,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': -27.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-29.758081320698977,10.0,-10.0,4.15,-27.5,0,0,0,0,True,0.02086248285322362,-224.99999999999994,0,"[0.0, 8.3]",3,"[-30, -25]",7283,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': -22.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-37.05962980154666,10.0,-10.0,4.15,-22.5,0,0,0,0,True,0.02086248285322362,-275.0,0,"[0.0, 8.3]",4,"[-25, -20]",7284,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': -17.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-36.82879234849992,10.0,-10.0,4.15,-17.5,0,0,0,0,True,0.02086248285322362,-325.0,0,"[0.0, 8.3]",5,"[-20, -15]",7285,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': -12.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,-22.88703188203914,10.0,-10.0,4.15,-12.5,0,0,10,0,True,0.02086248285322362,-375.0,0,"[0.0, 8.3]",6,"[-15, -10]",7286,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': -7.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,34.37865892868837,10.0,-10.0,4.15,-7.5,0,0,10,0,True,0.02086248285322362,-425.0,0,"[0.0, 8.3]",7,"[-10, -5]",7287,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': -2.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,104.31952256951922,10.0,-10.0,4.15,-2.5,0,0,10,0,True,0.02086248285322362,-475.0,0,"[0.0, 8.3]",8,"[-5, 0]",7288,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': 2.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,191.62064134872344,10.0,-10.0,4.15,2.5,0,0,20,0,True,0.02086248285322362,-525.0,0,"[0.0, 8.3]",9,"[0, 5]",7289,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': 7.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,342.83432035835926,10.0,-10.0,4.15,7.5,0,0,20,0,True,0.02086248285322362,-575.0,0,"[0.0, 8.3]",10,"[5, 10]",7290,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': 12.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,492.1557466797476,10.0,-10.0,4.15,12.5,0,0,20,0,True,0.02086248285322362,-625.0,0,"[0.0, 8.3]",11,"[10, 15]",7291,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 4.15, 's_p': 16}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,70.41215219660467,10.0,-10.0,4.15,16.0,0,0,20,0,True,0.02086248285322362,-1875.0,0,"[0.0, 8.3]",12,"[15, inf]",7292,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': -41}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,72.07450800324679,10.0,-10.0,8.95,-41.0,0,0,0,0,True,2.889504458161864,3.4922417224660855e-15,1,"[8.3, 9.6]",0,"[-inf, -40]",7293,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': -37.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,5.700294393330523,10.0,-10.0,8.95,-37.5,0,0,0,0,True,2.889504458161864,-124.99999999999997,1,"[8.3, 9.6]",1,"[-40, -35]",7294,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': -32.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-15.21071774552837,10.0,-10.0,8.95,-32.5,0,0,0,0,True,2.889504458161864,-175.0,1,"[8.3, 9.6]",2,"[-35, -30]",7295,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': -27.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-29.641894832456273,10.0,-10.0,8.95,-27.5,0,0,0,0,True,2.889504458161864,-224.99999999999994,1,"[8.3, 9.6]",3,"[-30, -25]",7296,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': -22.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-36.90988952569043,10.0,-10.0,8.95,-22.5,0,0,0,0,True,2.889504458161864,-275.0,1,"[8.3, 9.6]",4,"[-25, -20]",7297,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': -17.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-36.64136267455103,10.0,-10.0,8.95,-17.5,0,0,0,0,True,2.889504458161864,-325.0,1,"[8.3, 9.6]",5,"[-20, -15]",7298,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': -12.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,-21.26463026424676,10.0,-10.0,8.95,-12.5,0,0,10,0,True,2.889504458161864,-375.0,1,"[8.3, 9.6]",6,"[-15, -10]",7299,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': -7.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,36.46159781332159,10.0,-10.0,8.95,-7.5,0,0,10,0,True,2.889504458161864,-425.0,1,"[8.3, 9.6]",7,"[-10, -5]",7300,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': -2.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,106.8191085574972,10.0,-10.0,8.95,-2.5,0,0,10,0,True,2.889504458161864,-475.0,1,"[8.3, 9.6]",8,"[-5, 0]",7301,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': 2.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,198.95140086869878,10.0,-10.0,8.95,2.5,0,0,20,0,True,2.889504458161864,-525.0,1,"[8.3, 9.6]",9,"[0, 5]",7302,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': 7.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,350.19844213477415,10.0,-10.0,8.95,7.5,0,0,20,0,True,2.889504458161864,-575.0,1,"[8.3, 9.6]",10,"[5, 10]",7303,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': 12.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,499.5480199372696,10.0,-10.0,8.95,12.5,0,0,20,0,True,2.889504458161864,-625.0,1,"[8.3, 9.6]",11,"[10, 15]",7304,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 8.95, 's_p': 16}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,77.87550389802573,10.0,-10.0,8.95,16.0,0,0,20,0,True,2.889504458161864,-1875.0,1,"[8.3, 9.6]",12,"[15, inf]",7305,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': -41}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,72.07633185854097,10.0,-10.0,10.1,-41.0,0,0,0,0,True,4.909615912208504,3.4922417224660855e-15,2,"[9.6, 10.6]",0,"[-inf, -40]",7306,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': -37.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,5.705336486551033,10.0,-10.0,10.1,-37.5,0,0,0,0,True,4.909615912208504,-124.99999999999997,2,"[9.6, 10.6]",1,"[-40, -35]",7307,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': -32.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-15.203878605105018,10.0,-10.0,10.1,-32.5,0,0,0,0,True,4.909615912208504,-175.0,2,"[9.6, 10.6]",2,"[-35, -30]",7308,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': -27.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-29.632855820519694,10.0,-10.0,10.1,-27.5,0,0,0,0,True,4.909615912208504,-224.99999999999994,2,"[9.6, 10.6]",3,"[-30, -25]",7309,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': -22.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-36.89827058110154,10.0,-10.0,10.1,-22.5,0,0,0,0,True,4.909615912208504,-275.0,2,"[9.6, 10.6]",4,"[-25, -20]",7310,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': -17.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-36.62684901216886,10.0,-10.0,10.1,-17.5,0,0,0,0,True,4.909615912208504,-325.0,2,"[9.6, 10.6]",5,"[-20, -15]",7311,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': -12.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,-21.188731185714005,10.0,-10.0,10.1,-12.5,0,0,10,0,True,4.909615912208504,-375.0,2,"[9.6, 10.6]",6,"[-15, -10]",7312,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': -7.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,36.558190288049104,10.0,-10.0,10.1,-7.5,0,0,10,0,True,4.909615912208504,-425.0,2,"[9.6, 10.6]",7,"[-10, -5]",7313,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': -2.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,106.93452563814321,10.0,-10.0,10.1,-2.5,0,0,10,0,True,4.909615912208504,-475.0,2,"[9.6, 10.6]",8,"[-5, 0]",7314,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': 2.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,199.27004127798534,10.0,-10.0,10.1,2.5,0,0,20,0,True,4.909615912208504,-525.0,2,"[9.6, 10.6]",9,"[0, 5]",7315,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': 7.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,350.51964211462086,10.0,-10.0,10.1,7.5,0,0,20,0,True,4.909615912208504,-575.0,2,"[9.6, 10.6]",10,"[5, 10]",7316,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': 12.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,499.8713807665338,10.0,-10.0,10.1,12.5,0,0,20,0,True,4.909615912208504,-625.0,2,"[9.6, 10.6]",11,"[10, 15]",7317,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 10.1, 's_p': 16}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,78.20433656905789,10.0,-10.0,10.1,16.0,0,0,20,0,True,4.909615912208504,-1875.0,2,"[9.6, 10.6]",12,"[15, inf]",7318,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': -41}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,72.07761006248415,10.0,-10.0,11.0,-41.0,0,0,0,0,True,7.023319615912207,3.4922417224660855e-15,3,"[10.6, 11.4]",0,"[-inf, -40]",7319,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': -37.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,5.708864692467245,10.0,-10.0,11.0,-37.5,0,0,0,0,True,7.023319615912207,-124.99999999999997,3,"[10.6, 11.4]",1,"[-40, -35]",7320,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': -32.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-15.199094924117418,10.0,-10.0,11.0,-32.5,0,0,0,0,True,7.023319615912207,-175.0,3,"[10.6, 11.4]",2,"[-35, -30]",7321,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': -27.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-29.626535552910582,10.0,-10.0,11.0,-27.5,0,0,0,0,True,7.023319615912207,-224.99999999999994,3,"[10.6, 11.4]",3,"[-30, -25]",7322,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': -22.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-36.89014853888776,10.0,-10.0,11.0,-22.5,0,0,0,0,True,7.023319615912207,-275.0,3,"[10.6, 11.4]",4,"[-25, -20]",7323,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': -17.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-36.61670558600696,10.0,-10.0,11.0,-17.5,0,0,0,0,True,7.023319615912207,-325.0,3,"[10.6, 11.4]",5,"[-20, -15]",7324,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': -12.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,-21.13934497046631,10.0,-10.0,11.0,-12.5,0,0,10,0,True,7.023319615912207,-375.0,3,"[10.6, 11.4]",6,"[-15, -10]",7325,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': -7.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,36.62093769982863,10.0,-10.0,11.0,-7.5,0,0,10,0,True,7.023319615912207,-425.0,3,"[10.6, 11.4]",7,"[-10, -5]",7326,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': -2.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,107.00944072311438,10.0,-10.0,11.0,-2.5,0,0,10,0,True,7.023319615912207,-475.0,3,"[10.6, 11.4]",8,"[-5, 0]",7327,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': 2.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,199.4744150825843,10.0,-10.0,11.0,2.5,0,0,20,0,True,7.023319615912207,-525.0,3,"[10.6, 11.4]",9,"[0, 5]",7328,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': 7.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,350.72580306746,10.0,-10.0,11.0,7.5,0,0,20,0,True,7.023319615912207,-575.0,3,"[10.6, 11.4]",10,"[5, 10]",7329,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': 12.5}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,500.0790505477389,10.0,-10.0,11.0,12.5,0,0,20,0,True,7.023319615912207,-625.0,3,"[10.6, 11.4]",11,"[10, 15]",7330,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.0, 's_p': 16}","{'a_b': 0, 'a_w': 0, 'a_c': 20}",1,78.41582825731348,10.0,-10.0,11.0,16.0,0,0,20,0,True,7.023319615912207,-1875.0,3,"[10.6, 11.4]",12,"[15, inf]",7331,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.7, 's_p': -41}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,72.07853069528632,10.0,-10.0,11.7,-41.0,0,0,0,0,True,9.03296296296296,3.4922417224660855e-15,4,"[11.4, 12.0]",0,"[-inf, -40]",7332,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.7, 's_p': -37.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,5.7114031211420695,10.0,-10.0,11.7,-37.5,0,0,0,0,True,9.03296296296296,-124.99999999999997,4,"[11.4, 12.0]",1,"[-40, -35]",7333,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.7, 's_p': -32.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-15.195654253957457,10.0,-10.0,11.7,-32.5,0,0,0,0,True,9.03296296296296,-175.0,4,"[11.4, 12.0]",2,"[-35, -30]",7334,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.7, 's_p': -27.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-29.621990783477145,10.0,-10.0,11.7,-27.5,0,0,0,0,True,9.03296296296296,-224.99999999999994,4,"[11.4, 12.0]",3,"[-30, -25]",7335,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.7, 's_p': -22.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-36.88430926632765,10.0,-10.0,11.7,-22.5,0,0,0,0,True,9.03296296296296,-275.0,4,"[11.4, 12.0]",4,"[-25, -20]",7336,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.7, 's_p': -17.5}","{'a_b': 0, 'a_w': 0, 'a_c': 0}",1,-36.60941414834906,10.0,-10.0,11.7,-17.5,0,0,0,0,True,9.03296296296296,-325.0,4,"[11.4, 12.0]",5,"[-20, -15]",7337,-0.0
"{'s_l': 10, 's_c': -10, 's_w': 11.7, 's_p': -12.5}","{'a_b': 0, 'a_w': 0, 'a_c': 10}",1,-21.105730356237245,10.0,-10.0,11.7,-12.5,0,0,10,0,True,9.03296296296296,-375.0,4,"[11.4, 12.0]",6,"[-15, -10]",7338,-0.0
